Date,Symbols,Adj Close,Close,High,Low,Open,Volume
2020-07-31,AMZN,3164.679931640625,3164.679931640625,3246.820068359375,3151.0,3244.0,8085500.0
2020-07-31,FB,253.6699981689453,253.6699981689453,255.85000610351562,249.0,255.82000732421875,53005100.0
2020-07-31,MSFT,202.65603637695312,205.00999450683594,205.10000610351562,199.00999450683594,204.39999389648438,51044000.0
2020-07-31,NFLX,488.8800048828125,488.8800048828125,494.79998779296875,484.5,488.2900085449219,5916300.0
2020-07-31,TSLA,286.1520080566406,286.1520080566406,303.4100036621094,284.1960144042969,303.0,61041000.0
2020-08-03,AMZN,3111.889892578125,3111.889892578125,3184.0,3104.0,3180.510009765625,5074700.0
2020-08-03,FB,251.9600067138672,251.9600067138672,255.39999389648438,250.3300018310547,252.64999389648438,23124900.0
2020-08-03,MSFT,214.05364990234375,216.5399932861328,217.63999938964844,210.44000244140625,211.52000427246094,78983000.0
2020-08-03,NFLX,498.6199951171875,498.6199951171875,503.0899963378906,490.2300109863281,490.8599853515625,5873100.0
2020-08-03,TSLA,297.0,297.0,301.9620056152344,288.8760070800781,289.8399963378906,44046500.0
2020-08-04,AMZN,3138.830078125,3138.830078125,3167.239990234375,3101.2099609375,3101.2099609375,4694300.0
2020-08-04,FB,249.8300018310547,249.8300018310547,252.8000030517578,247.42999267578125,251.55999755859375,17183500.0
2020-08-04,MSFT,210.84097290039062,213.2899932861328,214.77000427246094,210.30999755859375,214.1699981689453,49280100.0
2020-08-04,NFLX,509.6400146484375,509.6400146484375,510.44000244140625,498.6499938964844,498.6499938964844,5608000.0
2020-08-04,TSLA,297.3999938964844,297.3999938964844,305.48199462890625,292.3999938964844,299.00201416015625,42075000.0
2020-08-05,AMZN,3205.030029296875,3205.030029296875,3213.590087890625,3127.300048828125,3143.77001953125,3916500.0
2020-08-05,FB,249.1199951171875,249.1199951171875,252.27000427246094,247.77000427246094,250.19000244140625,13050100.0
2020-08-05,MSFT,210.4949951171875,212.94000244140625,215.0,211.57000732421875,214.89999389648438,28806400.0
2020-08-05,NFLX,502.1099853515625,502.1099853515625,510.1000061035156,501.20001220703125,508.67999267578125,4308200.0
2020-08-05,TSLA,297.0039978027344,297.0039978027344,299.9679870605469,293.6619873046875,298.5979919433594,24739000.0
2020-08-06,AMZN,3225.0,3225.0,3247.469970703125,3165.429931640625,3194.360107421875,3940600.0
2020-08-06,FB,265.2799987792969,265.2799987792969,266.6000061035156,248.6699981689453,249.0399932861328,45241600.0
2020-08-06,MSFT,213.86585998535156,216.35000610351562,216.3699951171875,211.5500030517578,212.33999633789062,32656800.0
2020-08-06,NFLX,509.0799865722656,509.0799865722656,510.82000732421875,498.70001220703125,504.1099853515625,3725900.0
2020-08-06,TSLA,297.9159851074219,297.9159851074219,303.4620056152344,295.4519958496094,298.1659851074219,29961500.0
2020-08-07,AMZN,3167.4599609375,3167.4599609375,3240.81005859375,3140.669921875,3224.010009765625,3936100.0
2020-08-07,FB,268.44000244140625,268.44000244140625,278.8900146484375,263.42999267578125,264.0799865722656,72766400.0
2020-08-07,MSFT,210.040283203125,212.47999572753906,215.6999969482422,210.92999267578125,214.85000610351562,27820400.0
2020-08-07,NFLX,494.7300109863281,494.7300109863281,508.2900085449219,486.67999267578125,505.45001220703125,5910300.0
2020-08-07,TSLA,290.5419921875,290.5419921875,299.95001220703125,283.00201416015625,299.9079895019531,44482000.0
2020-08-10,AMZN,3148.159912109375,3148.159912109375,3172.510009765625,3101.52001953125,3170.31005859375,3167300.0
2020-08-10,FB,263.0,263.0,273.8599853515625,259.69000244140625,268.0400085449219,30248800.0
2020-08-10,MSFT,205.8588409423828,208.25,211.8800048828125,206.35000610351562,211.6699981689453,36716500.0
2020-08-10,NFLX,483.3800048828125,483.3800048828125,497.4599914550781,478.6300048828125,493.3500061035156,4691200.0
2020-08-10,TSLA,283.7139892578125,283.7139892578125,291.5,277.1679992675781,289.6000061035156,37611500.0
2020-08-11,AMZN,3080.669921875,3080.669921875,3159.219970703125,3073.0,3113.199951171875,3718100.0
2020-08-11,FB,256.1300048828125,256.1300048828125,265.9200134277344,255.1300048828125,260.19000244140625,28238300.0
2020-08-11,MSFT,201.0447540283203,203.3800048828125,207.64999389648438,203.13999938964844,207.16000366210938,36446500.0
2020-08-11,NFLX,466.92999267578125,466.92999267578125,480.9200134277344,466.54998779296875,479.75,7329200.0
2020-08-11,TSLA,274.87799072265625,274.87799072265625,284.0,273.0,279.20001220703125,43129000.0
2020-08-12,AMZN,3162.239990234375,3162.239990234375,3174.389892578125,3101.419921875,3108.0,3522100.0
2020-08-12,FB,259.8900146484375,259.8900146484375,263.8999938964844,258.1099853515625,258.9700012207031,21415700.0
2020-08-12,MSFT,206.78805541992188,209.19000244140625,210.27999877929688,204.75,205.2899932861328,28013100.0
2020-08-12,NFLX,475.4700012207031,475.4700012207031,482.489990234375,470.17999267578125,471.3399963378906,5439200.0
2020-08-12,TSLA,310.9519958496094,310.9519958496094,317.0,287.0,294.0,109147000.0
2020-08-13,AMZN,3161.02001953125,3161.02001953125,3217.52001953125,3155.0,3182.989990234375,3149000.0
2020-08-13,FB,261.29998779296875,261.29998779296875,265.1600036621094,259.57000732421875,261.54998779296875,17374000.0
2020-08-13,MSFT,206.3036651611328,208.6999969482422,211.35000610351562,208.14999389648438,209.44000244140625,22588900.0
